nom,prenom,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Bourely,"Paul, Elisée",Ardèche Groupe Union républicaine radicale et socialiste,26 avril 1914,7 décembre 1919,8 décembre 1867,11 novembre 1919,1076,https://www2.assemblee-nationale.fr/sycomore/fiche/1076
Richard,"Georges, Louis, Marcellin",Deux-Sèvres,11 avril 1886,14 octobre 1889,22 février 1846,20 juillet 1914,10795,https://www2.assemblee-nationale.fr/sycomore/fiche/10795
Ambrosini,Toussaint,Bouches-du-Rhône Groupe Parti socialiste,26 octobre 1930,31 mai 1932,5 janvier 1880,14 janvier 1946,108,https://www2.assemblee-nationale.fr/sycomore/fiche/108
Ambrosini,Toussaint,Bouches-du-Rhône Groupe Parti socialiste,8 mai 1932,31 mai 1936,5 janvier 1880,14 janvier 1946,108,https://www2.assemblee-nationale.fr/sycomore/fiche/108
Bourgeois,"Léon, Victor, Auguste",Marne Groupe Radical-socialiste,26 février 1888,14 octobre 1889,29 mai 1851,29 septembre 1925,1083,https://www2.assemblee-nationale.fr/sycomore/fiche/1083
Bourgeois,"Léon, Victor, Auguste",Marne Groupe Radical-socialiste,22 septembre 1889,14 octobre 1893,29 mai 1851,29 septembre 1925,1083,https://www2.assemblee-nationale.fr/sycomore/fiche/1083
Bourgeois,"Léon, Victor, Auguste",Marne Groupe Radical-socialiste,20 août 1893,31 mai 1898,29 mai 1851,29 septembre 1925,1083,https://www2.assemblee-nationale.fr/sycomore/fiche/1083
Bourgeois,"Léon, Victor, Auguste",Marne Groupe Radical-socialiste,8 mai 1898,31 mai 1902,29 mai 1851,29 septembre 1925,1083,https://www2.assemblee-nationale.fr/sycomore/fiche/1083
Bourgeois,"Léon, Victor, Auguste",Marne Groupe Radical-socialiste,27 avril 1902,3 novembre 1905,29 mai 1851,29 septembre 1925,1083,https://www2.assemblee-nationale.fr/sycomore/fiche/1083
Rieunier,"Adrien, Barthélémy, Louis, Henri",Charente-Inférieure Groupe Action libérale,8 mai 1898,31 mai 1902,6 mars 1833,10 juillet 1918,10838,https://www2.assemblee-nationale.fr/sycomore/fiche/10838
Flandin,"Pierre, Etienne",Yonne Groupe Union républicaine radicale et socialiste,10 mai 1914,7 décembre 1919,12 avril 1889,13 juin 1958,10839,https://www2.assemblee-nationale.fr/sycomore/fiche/10839
Flandin,"Pierre, Etienne",Yonne Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,12 avril 1889,13 juin 1958,10839,https://www2.assemblee-nationale.fr/sycomore/fiche/10839
Flandin,"Pierre, Etienne",Yonne Groupe Gauche républicaine démocratique,11 mai 1924,31 mai 1928,12 avril 1889,13 juin 1958,10839,https://www2.assemblee-nationale.fr/sycomore/fiche/10839
Flandin,"Pierre, Etienne",Yonne Groupe Républicains de gauche,22 avril 1928,31 mai 1932,12 avril 1889,13 juin 1958,10839,https://www2.assemblee-nationale.fr/sycomore/fiche/10839
Flandin,"Pierre, Etienne",Yonne Groupe Républicains de gauche,1 mai 1932,31 mai 1936,12 avril 1889,13 juin 1958,10839,https://www2.assemblee-nationale.fr/sycomore/fiche/10839
Flandin,"Pierre, Etienne",Yonne Groupe Alliance des républicains de gauche et des radicaux indépendants,26 avril 1936,31 mai 1942,12 avril 1889,13 juin 1958,10839,https://www2.assemblee-nationale.fr/sycomore/fiche/10839
Bourgeois,"Paul, Antoine, Charles",Vendée Groupe Union des Droites,8 février 1871,7 mars 1876,6 mars 1827,16 mars 1912,1085,https://www2.assemblee-nationale.fr/sycomore/fiche/1085
Bourgeois,"Paul, Antoine, Charles",Vendée Groupe Union des Droites,20 février 1876,25 juin 1877,6 mars 1827,16 mars 1912,1085,https://www2.assemblee-nationale.fr/sycomore/fiche/1085
Bourgeois,"Paul, Antoine, Charles",Vendée Groupe Union des Droites,14 octobre 1877,14 octobre 1881,6 mars 1827,16 mars 1912,1085,https://www2.assemblee-nationale.fr/sycomore/fiche/1085
Bourgeois,"Paul, Antoine, Charles",Vendée Groupe Union des Droites,21 août 1881,14 octobre 1885,6 mars 1827,16 mars 1912,1085,https://www2.assemblee-nationale.fr/sycomore/fiche/1085
Bourgeois,"Paul, Antoine, Charles",Vendée Groupe Union des Droites,4 octobre 1885,14 octobre 1889,6 mars 1827,16 mars 1912,1085,https://www2.assemblee-nationale.fr/sycomore/fiche/1085
Bourgeois,"Paul, Antoine, Charles",Vendée,22 septembre 1889,14 octobre 1893,6 mars 1827,16 mars 1912,1085,https://www2.assemblee-nationale.fr/sycomore/fiche/1085
Bourgeois,"Paul, Antoine, Charles",Vendée,20 août 1893,31 mai 1898,6 mars 1827,16 mars 1912,1085,https://www2.assemblee-nationale.fr/sycomore/fiche/1085
Bourgeois,"Paul, Antoine, Charles",Vendée,8 mai 1898,31 mai 1902,6 mars 1827,16 mars 1912,1085,https://www2.assemblee-nationale.fr/sycomore/fiche/1085
Bourgeois,"Paul, Antoine, Charles",Vendée,27 avril 1902,31 mai 1906,6 mars 1827,16 mars 1912,1085,https://www2.assemblee-nationale.fr/sycomore/fiche/1085
Bourgeois-Du-Jura,Jean-Baptiste Bourgeois dit,Jura Groupe Gauche radicale,4 octobre 1885,14 octobre 1889,19 février 1831,23 février 1900,1087,https://www2.assemblee-nationale.fr/sycomore/fiche/1087
Bourgeois-Du-Jura,Jean-Baptiste Bourgeois dit,Jura Groupe Gauche radicale,22 septembre 1889,14 octobre 1893,19 février 1831,23 février 1900,1087,https://www2.assemblee-nationale.fr/sycomore/fiche/1087
Bourgeois-Du-Jura,Jean-Baptiste Bourgeois dit,Jura Groupe Gauche radicale,20 août 1893,31 mai 1898,19 février 1831,23 février 1900,1087,https://www2.assemblee-nationale.fr/sycomore/fiche/1087
Bourgeois-Du-Jura,Jean-Baptiste Bourgeois dit,Jura Groupe Gauche radicale,8 mai 1898,23 février 1900,19 février 1831,23 février 1900,1087,https://www2.assemblee-nationale.fr/sycomore/fiche/1087
Bourgier,Emile,Nièvre Groupe Parti radical et radical socialiste,16 novembre 1919,31 mai 1924,20 août 1872,5 février 1957,1091,https://www2.assemblee-nationale.fr/sycomore/fiche/1091
Bourgoin,"Edmé, Alfrède",Ardennes Groupe Républicains,20 août 1893,10 février 1897,27 mai 1836,10 février 1897,1092,https://www2.assemblee-nationale.fr/sycomore/fiche/1092
Bourgot,"François, Louis",Finistère Groupe Républicain socialiste,29 avril 1928,31 mai 1932,4 août 1879,16 novembre 1936,1094,https://www2.assemblee-nationale.fr/sycomore/fiche/1094
Bourguet,"André, Ferdinand, Jules",Gard Groupe Gauche radicale,8 mai 1910,31 mai 1914,22 mai 1876,29 février 1936,1095,https://www2.assemblee-nationale.fr/sycomore/fiche/1095
Bourlier,"Charles, Nicolas",Anciens départements d'Algérie Groupe Union républicaine,4 octobre 1885,14 octobre 1889,5 avril 1830,13 février 1903,1098,https://www2.assemblee-nationale.fr/sycomore/fiche/1098
Bourlier,"Charles, Nicolas",Anciens départements d'Algérie Groupe Union républicaine,22 septembre 1889,14 octobre 1893,5 avril 1830,13 février 1903,1098,https://www2.assemblee-nationale.fr/sycomore/fiche/1098
Bourlier,"Charles, Nicolas",Anciens départements d'Algérie Groupe Union républicaine,20 août 1893,31 mai 1898,5 avril 1830,13 février 1903,1098,https://www2.assemblee-nationale.fr/sycomore/fiche/1098
Bourlois,Henri,Seine Groupe Communiste,11 mai 1924,31 mai 1928,9 juin 1893,11 décembre 1978,1099,https://www2.assemblee-nationale.fr/sycomore/fiche/1099
Abbo,Gabriel,Anciens départements d'Algérie Groupe Républicain socialiste,1 novembre 1921,31 mai 1924,26 juin 1883,20 octobre 1954,11,https://www2.assemblee-nationale.fr/sycomore/fiche/11
Ameline,Olivier-François,Ille-et-Vilaine Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,16 août 1862,8 juillet 1935,110,https://www2.assemblee-nationale.fr/sycomore/fiche/110
Rouvre,Charles Bourlon de,Haute-Marne Groupe Républicains progressistes,22 septembre 1889,14 octobre 1893,16 novembre 1850,16 février 1924,1100,https://www2.assemblee-nationale.fr/sycomore/fiche/1100
Rouvre,Charles Bourlon de,Haute-Marne Groupe Républicains progressistes,3 septembre 1893,31 mai 1898,16 novembre 1850,16 février 1924,1100,https://www2.assemblee-nationale.fr/sycomore/fiche/1100
Rouvre,Charles Bourlon de,Haute-Marne Groupe Républicains progressistes,11 mai 1902,31 mai 1906,16 novembre 1850,16 février 1924,1100,https://www2.assemblee-nationale.fr/sycomore/fiche/1100
Bourrat,"Jean, Michel, Justin",Pyrénées-Orientales Groupe Radical-socialiste,12 janvier 1896,31 mai 1898,12 décembre 1859,4 août 1909,1103,https://www2.assemblee-nationale.fr/sycomore/fiche/1103
Bourrat,"Jean, Michel, Justin",Pyrénées-Orientales Groupe Radical-socialiste,8 mai 1898,31 mai 1902,12 décembre 1859,4 août 1909,1103,https://www2.assemblee-nationale.fr/sycomore/fiche/1103
Bourrat,"Jean, Michel, Justin",Pyrénées-Orientales Groupe Radical-socialiste,27 avril 1902,31 mai 1906,12 décembre 1859,4 août 1909,1103,https://www2.assemblee-nationale.fr/sycomore/fiche/1103
Bourrat,"Jean, Michel, Justin",Pyrénées-Orientales Groupe Gauche radicale-socialiste,6 mai 1906,4 août 1909,12 décembre 1859,4 août 1909,1103,https://www2.assemblee-nationale.fr/sycomore/fiche/1103
Bourrillon,"Maurice, Marie, Alfred, Henri",Lozère Groupe Républicains progressistes,20 août 1893,31 mai 1898,15 septembre 1853,6 mai 1926,1104,https://www2.assemblee-nationale.fr/sycomore/fiche/1104
Boury,"Charles, Ernest, Gérard Aubourg de",Eure,24 juin 1900,31 mai 1902,14 octobre 1857,2 décembre 1940,1107,https://www2.assemblee-nationale.fr/sycomore/fiche/1107
Boury,"Charles, Ernest, Gérard Aubourg de",Eure Groupe Républicains progressistes,27 avril 1902,31 mai 1906,14 octobre 1857,2 décembre 1940,1107,https://www2.assemblee-nationale.fr/sycomore/fiche/1107
Boury,"Charles, Ernest, Gérard Aubourg de",Eure Groupe Progressiste,6 mai 1906,31 mai 1910,14 octobre 1857,2 décembre 1940,1107,https://www2.assemblee-nationale.fr/sycomore/fiche/1107
Boury,"Charles, Ernest, Gérard Aubourg de",Eure Groupe Républicain progressiste,24 avril 1910,31 mai 1914,14 octobre 1857,2 décembre 1940,1107,https://www2.assemblee-nationale.fr/sycomore/fiche/1107
Boury,"Charles, Ernest, Gérard Aubourg de",Eure Groupe Gauche démocratique,26 avril 1914,7 décembre 1919,14 octobre 1857,2 décembre 1940,1107,https://www2.assemblee-nationale.fr/sycomore/fiche/1107
Bousgarbiès,Jean,Aude Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,19 février 1889,19 décembre 1947,1109,https://www2.assemblee-nationale.fr/sycomore/fiche/1109
Bousgarbiès,Jean,Aude Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,19 février 1889,19 décembre 1947,1109,https://www2.assemblee-nationale.fr/sycomore/fiche/1109
Amet,Camille,Vosges Groupe Républicains de gauche,11 mai 1924,31 mai 1928,28 septembre 1870,12 mars 1934,111,https://www2.assemblee-nationale.fr/sycomore/fiche/111
Amet,Camille,Vosges Groupe Républicains de gauche,22 avril 1928,31 mai 1932,28 septembre 1870,12 mars 1934,111,https://www2.assemblee-nationale.fr/sycomore/fiche/111
Amet,Camille,Vosges Groupe Républicains de gauche,1 mai 1932,12 mars 1934,28 septembre 1870,12 mars 1934,111,https://www2.assemblee-nationale.fr/sycomore/fiche/111
Bousquet,"Edouard, Marius",Lozère Groupe Fédération républicaine,1 mai 1932,31 mai 1936,8 juillet 1879,7 février 1954,1112,https://www2.assemblee-nationale.fr/sycomore/fiche/1112
Bousquet,"Edouard, Marius",Lozère Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,8 juillet 1879,7 février 1954,1112,https://www2.assemblee-nationale.fr/sycomore/fiche/1112
Bousquet,Victor,Gard Groupe Union républicaine,20 février 1876,25 juin 1877,20 avril 1839,,1115,https://www2.assemblee-nationale.fr/sycomore/fiche/1115
Bousquet,Victor,Gard Groupe Union républicaine,14 octobre 1877,14 octobre 1881,20 avril 1839,,1115,https://www2.assemblee-nationale.fr/sycomore/fiche/1115
Bousquet,Victor,Gard Groupe Union républicaine,21 août 1881,14 octobre 1885,20 avril 1839,,1115,https://www2.assemblee-nationale.fr/sycomore/fiche/1115
Bousquet,Victor,Gard Groupe Union républicaine,18 octobre 1885,14 octobre 1889,20 avril 1839,,1115,https://www2.assemblee-nationale.fr/sycomore/fiche/1115
Boussenot,"Georges, Tony",La Réunion Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,25 juillet 1876,9 mai 1974,1117,https://www2.assemblee-nationale.fr/sycomore/fiche/1117
Boussenot,"Georges, Tony",La Réunion Groupe Parti radical et radical socialiste,30 novembre 1919,31 mai 1924,25 juillet 1876,9 mai 1974,1117,https://www2.assemblee-nationale.fr/sycomore/fiche/1117
Boussenot,"Georges, Tony",Madagascar Groupe Radical et radical-socialiste,21 octobre 1945,10 juin 1946,25 juillet 1876,9 mai 1974,1117,https://www2.assemblee-nationale.fr/sycomore/fiche/1117
Amiard,"Louis, Eugène",Seine-et-Oise Groupe Gauche radicale-socialiste,21 mars 1909,31 mai 1910,4 avril 1872,8 juin 1935,112,https://www2.assemblee-nationale.fr/sycomore/fiche/112
Amiard,"Louis, Eugène",Seine-et-Oise Groupe Républicains radicaux-socialistes,8 mai 1910,31 mai 1914,4 avril 1872,8 juin 1935,112,https://www2.assemblee-nationale.fr/sycomore/fiche/112
Amiard,"Louis, Eugène",Seine-et-Oise Groupe Parti républicain radical et radical socialiste,10 mai 1914,7 décembre 1919,4 avril 1872,8 juin 1935,112,https://www2.assemblee-nationale.fr/sycomore/fiche/112
Boutard,"Jean-Baptiste, Alexandre",Haute-Vienne Groupe Non inscrit,8 mai 1898,31 mai 1902,23 juillet 1862,12 novembre 1920,1120,https://www2.assemblee-nationale.fr/sycomore/fiche/1120
Boutard,"Jean-Baptiste, Alexandre",Haute-Vienne Groupe Républicain radical,27 avril 1902,31 mai 1906,23 juillet 1862,12 novembre 1920,1120,https://www2.assemblee-nationale.fr/sycomore/fiche/1120
Boutard,"Jean-Baptiste, Alexandre",Haute-Vienne Groupe Gauche radicale,6 mai 1906,31 mai 1910,23 juillet 1862,12 novembre 1920,1120,https://www2.assemblee-nationale.fr/sycomore/fiche/1120
Boutaud,Joseph,Haute-Loire Groupe Gauche radicale,24 avril 1910,31 mai 1914,19 mars 1866,30 mars 1936,1123,https://www2.assemblee-nationale.fr/sycomore/fiche/1123
Bouteille,"Oswald, Jean-Baptiste, Michel, Augustin",Basses-Alpes Groupe Gauche républicaine,5 mars 1876,25 juin 1877,13 novembre 1825,21 juillet 1893,1127,https://www2.assemblee-nationale.fr/sycomore/fiche/1127
Bouteille,"Oswald, Jean-Baptiste, Michel, Augustin",Basses-Alpes Groupe Gauche républicaine,14 octobre 1877,14 octobre 1881,13 novembre 1825,21 juillet 1893,1127,https://www2.assemblee-nationale.fr/sycomore/fiche/1127
Bouteille,"Oswald, Jean-Baptiste, Michel, Augustin",Basses-Alpes Groupe Gauche républicaine,21 août 1881,5 février 1885,13 novembre 1825,21 juillet 1893,1127,https://www2.assemblee-nationale.fr/sycomore/fiche/1127
Bouteille,"Désiré, Alfred, Fulgence",Oise Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,8 novembre 1880,22 juillet 1940,1128,https://www2.assemblee-nationale.fr/sycomore/fiche/1128
Bouteille,"Désiré, Alfred, Fulgence",Oise Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,8 novembre 1880,22 juillet 1940,1128,https://www2.assemblee-nationale.fr/sycomore/fiche/1128
Bouteille,"Désiré, Alfred, Fulgence",Oise Groupe Union républicaine démocratique,29 avril 1928,31 mai 1932,8 novembre 1880,22 juillet 1940,1128,https://www2.assemblee-nationale.fr/sycomore/fiche/1128
Boutet,"Charles, Alfred, Ghislain",Ardennes Groupe Parti socialiste,29 avril 1928,31 mai 1932,17 juin 1865,24 novembre 1943,1129,https://www2.assemblee-nationale.fr/sycomore/fiche/1129
Boutet,"Charles, Alfred, Ghislain",Ardennes Groupe Parti socialiste,8 mai 1932,31 mai 1936,17 juin 1865,24 novembre 1943,1129,https://www2.assemblee-nationale.fr/sycomore/fiche/1129
Clos,"Pierre, Antoine, Marie Amidieu du",Meurthe-et-Moselle Groupe Union républicaine démocratique,29 avril 1928,31 mai 1932,16 septembre 1881,30 août 1955,113,https://www2.assemblee-nationale.fr/sycomore/fiche/113
Clos,"Pierre, Antoine, Marie Amidieu du","Meurthe-et-Moselle Groupe Indépendants d'action économique, sociale et paysanne",1 mai 1932,31 mai 1936,16 septembre 1881,30 août 1955,113,https://www2.assemblee-nationale.fr/sycomore/fiche/113
Rochefort,"Jean-Baptiste, Augustin Bouthier de",Saône-et-Loire Groupe Centre gauche,20 février 1876,25 juin 1877,8 avril 1814,13 juin 1891,1131,https://www2.assemblee-nationale.fr/sycomore/fiche/1131
Rochefort,"Jean-Baptiste, Augustin Bouthier de",Saône-et-Loire Groupe Centre gauche,14 octobre 1877,14 octobre 1881,8 avril 1814,13 juin 1891,1131,https://www2.assemblee-nationale.fr/sycomore/fiche/1131
Rochefort,"Jean-Baptiste, Augustin Bouthier de",Saône-et-Loire Groupe Centre gauche,21 août 1881,14 octobre 1885,8 avril 1814,13 juin 1891,1131,https://www2.assemblee-nationale.fr/sycomore/fiche/1131
Rochefort,"Jean-Baptiste, Augustin Bouthier de",Saône-et-Loire Groupe Centre gauche,22 septembre 1889,13 juin 1891,8 avril 1814,13 juin 1891,1131,https://www2.assemblee-nationale.fr/sycomore/fiche/1131
Bouttié,"Georges, Casimir",Sarthe Groupe Gauche démocratique,20 mai 1906,31 mai 1910,3 novembre 1844,5 mars 1927,1134,https://www2.assemblee-nationale.fr/sycomore/fiche/1134
Bouttié,"Georges, Casimir",Sarthe Groupe Gauche radicale,8 mai 1910,31 mai 1914,3 novembre 1844,5 mars 1927,1134,https://www2.assemblee-nationale.fr/sycomore/fiche/1134
Boutton,"Jean, Charles, Gaspard",Maine-et-Loire Groupe Action républicaine et sociale,16 novembre 1919,31 mai 1924,10 décembre 1883,6 juillet 1927,1135,https://www2.assemblee-nationale.fr/sycomore/fiche/1135
Bouveri,Jean,Saône-et-Loire Groupe Socialistes parlementaires,18 août 1901,31 mai 1902,18 juillet 1865,3 juillet 1927,1138,https://www2.assemblee-nationale.fr/sycomore/fiche/1138
Bouveri,Jean,Saône-et-Loire Groupe Socialistes indépendants,27 avril 1902,31 mai 1906,18 juillet 1865,3 juillet 1927,1138,https://www2.assemblee-nationale.fr/sycomore/fiche/1138
Bouveri,Jean,Saône-et-Loire Groupe Socialistes unifiés,6 mai 1906,31 mai 1910,18 juillet 1865,3 juillet 1927,1138,https://www2.assemblee-nationale.fr/sycomore/fiche/1138
Bouveri,Jean,Saône-et-Loire Groupe Parti socialiste,24 avril 1910,31 mai 1914,18 juillet 1865,3 juillet 1927,1138,https://www2.assemblee-nationale.fr/sycomore/fiche/1138
Bouveri,Jean,Saône-et-Loire Groupe Parti socialiste,26 avril 1914,7 décembre 1919,18 juillet 1865,3 juillet 1927,1138,https://www2.assemblee-nationale.fr/sycomore/fiche/1138
Bouveri,Jean,Saône-et-Loire Groupe Parti socialiste,11 mai 1924,3 juillet 1927,18 juillet 1865,3 juillet 1927,1138,https://www2.assemblee-nationale.fr/sycomore/fiche/1138
Amiot,"Henri, Urbain",Loir-et-Cher Groupe Républicain radical et radical-socialiste,29 avril 1928,7 juin 1929,2 août 1871,7 juin 1929,114,https://www2.assemblee-nationale.fr/sycomore/fiche/114
Bouvet,Maurice,Jura Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,31 octobre 1855,1 janvier 1935,1140,https://www2.assemblee-nationale.fr/sycomore/fiche/1140
Bouvier,"Gustave, Alfred, François",Nord Groupe Gauche radicale,8 mai 1910,31 mai 1914,1 septembre 1854,23 août 1917,1141,https://www2.assemblee-nationale.fr/sycomore/fiche/1141
Casson,"François, Olivier, Marie Boux de",Vendée Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,24 février 1908,31 janvier 1981,1144,https://www2.assemblee-nationale.fr/sycomore/fiche/1144
Bouyssou,"Léo, Pierre, Joseph",Landes Groupe Gauche radicale-socialiste,20 mai 1906,31 mai 1910,2 décembre 1872,16 novembre 1935,1147,https://www2.assemblee-nationale.fr/sycomore/fiche/1147
Bouyssou,"Léo, Pierre, Joseph",Landes Groupe Républicains radicaux-socialistes,24 avril 1910,31 mai 1914,2 décembre 1872,16 novembre 1935,1147,https://www2.assemblee-nationale.fr/sycomore/fiche/1147
