nom,prenom,legislature,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Castel,Léon,XVe législature,Aude Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,7 février 1871,27 février 1955,1500,https://www2.assemblee-nationale.fr/sycomore/fiche/1500
Castel,Léon,XVIe législature,Aude Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,7 février 1871,27 février 1955,1500,https://www2.assemblee-nationale.fr/sycomore/fiche/1500
Catalan,"Camille, Constant",XIVe législature,Gers Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,10 février 1889,14 décembre 1951,1515,https://www2.assemblee-nationale.fr/sycomore/fiche/1515
Catalan,"Camille, Constant",XVe législature,Gers Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,10 février 1889,14 décembre 1951,1515,https://www2.assemblee-nationale.fr/sycomore/fiche/1515
Catalan,"Camille, Constant",XVIe législature,Gers Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,10 février 1889,14 décembre 1951,1515,https://www2.assemblee-nationale.fr/sycomore/fiche/1515
Catelas,"Jean, Joseph",XVIe législature,Somme Groupe Communiste,3 mai 1936,21 janvier 1940,6 mai 1894,24 septembre 1941,1519,https://www2.assemblee-nationale.fr/sycomore/fiche/1519
Cayrel,"Antoine, Georges, Hubert",XIIIe législature,Gironde Groupe Parti socialiste,11 mai 1924,31 mai 1928,23 avril 1885,13 septembre 1970,1546,https://www2.assemblee-nationale.fr/sycomore/fiche/1546
Cayrel,"Antoine, Georges, Hubert",XVe législature,Gironde Groupe Parti socialiste de France,8 mai 1932,31 mai 1936,23 avril 1885,13 septembre 1970,1546,https://www2.assemblee-nationale.fr/sycomore/fiche/1546
Cayrel,"Antoine, Georges, Hubert",XVIe législature,Gironde Groupe Gauche indépendante,3 mai 1936,31 mai 1942,23 avril 1885,13 septembre 1970,1546,https://www2.assemblee-nationale.fr/sycomore/fiche/1546
Chabot,"Pierre, Marie de",XVIe législature,Vendée Groupe Fédération républicaine de France,20 mars 1938,31 mai 1942,5 août 1887,11 janvier 1975,1594,https://www2.assemblee-nationale.fr/sycomore/fiche/1594
Antier,"Paul, Alphonse",XVIe législature,Haute-Loire Groupe Agraire indépendant,3 mai 1936,19 juin 1941,20 mai 1905,23 octobre 1996,161,https://www2.assemblee-nationale.fr/sycomore/fiche/161
Antier,"Paul, Alphonse",Ire Assemblée nationale constituante,Haute-Loire Groupe Paysan,21 octobre 1945,10 juin 1946,20 mai 1905,23 octobre 1996,161,https://www2.assemblee-nationale.fr/sycomore/fiche/161
Antier,"Paul, Alphonse",2e Assemblée nationale constituante,Haute-Loire Groupe Républicain d'action paysanne et sociale,2 juin 1946,27 novembre 1946,20 mai 1905,23 octobre 1996,161,https://www2.assemblee-nationale.fr/sycomore/fiche/161
Antier,"Paul, Alphonse",Ire législature,Haute-Loire Groupe Centre républicain d'union paysanne et sociale,10 novembre 1946,4 juillet 1951,20 mai 1905,23 octobre 1996,161,https://www2.assemblee-nationale.fr/sycomore/fiche/161
Antier,"Paul, Alphonse",IIe législature,Haute-Loire Groupe Centre républicain d'action paysanne et sociale et des démocrates indépendants,17 juin 1951,1 décembre 1955,20 mai 1905,23 octobre 1996,161,https://www2.assemblee-nationale.fr/sycomore/fiche/161
Antier,"Paul, Alphonse",IIIe législature,Haute-Loire Groupe Paysan,2 janvier 1956,8 décembre 1958,20 mai 1905,23 octobre 1996,161,https://www2.assemblee-nationale.fr/sycomore/fiche/161
Chambonnet,Auguste,XVIe législature,Creuse Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,6 mai 1888,15 mai 1974,1620,https://www2.assemblee-nationale.fr/sycomore/fiche/1620
Champeaux,"François, Michel de",XVIe législature,Côte-d'Or Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,10 août 1903,25 mars 1980,1628,https://www2.assemblee-nationale.fr/sycomore/fiche/1628
Chappedelaine,"Louis, Marc, Michel de",Xe législature,Côtes-du-Nord Groupe Action libérale,8 mai 1910,31 mai 1914,21 juin 1876,9 décembre 1939,1648,https://www2.assemblee-nationale.fr/sycomore/fiche/1648
Chappedelaine,"Louis, Marc, Michel de",XIe législature,Côtes-du-Nord Groupe Non inscrit,26 avril 1914,7 décembre 1919,21 juin 1876,9 décembre 1939,1648,https://www2.assemblee-nationale.fr/sycomore/fiche/1648
Chappedelaine,"Louis, Marc, Michel de",XIIe législature,Côtes-du-Nord Groupe Non inscrit,16 novembre 1919,31 mai 1924,21 juin 1876,9 décembre 1939,1648,https://www2.assemblee-nationale.fr/sycomore/fiche/1648
Chappedelaine,"Louis, Marc, Michel de",XIIIe législature,Côtes-du-Nord Groupe Gauche radicale,11 mai 1924,31 mai 1928,21 juin 1876,9 décembre 1939,1648,https://www2.assemblee-nationale.fr/sycomore/fiche/1648
Chappedelaine,"Louis, Marc, Michel de",XIVe législature,Côtes-du-Nord Groupe Gauche radicale,22 avril 1928,31 mai 1932,21 juin 1876,9 décembre 1939,1648,https://www2.assemblee-nationale.fr/sycomore/fiche/1648
Chappedelaine,"Louis, Marc, Michel de",XVe législature,Côtes-du-Nord Groupe Gauche radicale,1 mai 1932,31 mai 1936,21 juin 1876,9 décembre 1939,1648,https://www2.assemblee-nationale.fr/sycomore/fiche/1648
Chappedelaine,"Louis, Marc, Michel de",XVIe législature,Côtes-du-Nord Groupe Gauche démocratique et radicale indépendante,3 mai 1936,9 décembre 1939,21 juin 1876,9 décembre 1939,1648,https://www2.assemblee-nationale.fr/sycomore/fiche/1648
Chasseigne,"François, Ernest, Edmond",XVe législature,Indre Groupe Unité ouvrière,8 mai 1932,31 mai 1936,23 décembre 1902,17 mars 1977,1696,https://www2.assemblee-nationale.fr/sycomore/fiche/1696
Chasseigne,"François, Ernest, Edmond",XVIe législature,Indre Groupe Parti de l'unité prolétarienne,3 mai 1936,31 mai 1942,23 décembre 1902,17 mars 1977,1696,https://www2.assemblee-nationale.fr/sycomore/fiche/1696
Château,"René, Eugène, Armand",XVIe législature,Charente-Maritime Groupe Parti Camille Pelletan,3 mai 1936,31 mai 1942,27 juin 1906,5 avril 1970,1704,https://www2.assemblee-nationale.fr/sycomore/fiche/1704
Chaulin-Servinière,"Jean, Paul, Gaston, Lucien",Xe législature,Mayenne Groupe Gauche radicale,24 avril 1910,31 mai 1914,8 décembre 1884,11 février 1968,1713,https://www2.assemblee-nationale.fr/sycomore/fiche/1713
Chaulin-Servinière,"Jean, Paul, Gaston, Lucien",XIe législature,Mayenne Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,8 décembre 1884,11 février 1968,1713,https://www2.assemblee-nationale.fr/sycomore/fiche/1713
Chaulin-Servinière,"Jean, Paul, Gaston, Lucien",XIVe législature,Mayenne Groupe Gauche radicale,22 avril 1928,31 mai 1932,8 décembre 1884,11 février 1968,1713,https://www2.assemblee-nationale.fr/sycomore/fiche/1713
Chaulin-Servinière,"Jean, Paul, Gaston, Lucien",XVe législature,Mayenne Groupe Gauche radicale,1 mai 1932,31 mai 1936,8 décembre 1884,11 février 1968,1713,https://www2.assemblee-nationale.fr/sycomore/fiche/1713
Chaulin-Servinière,"Jean, Paul, Gaston, Lucien",XVIe législature,Mayenne Groupe Gauche démocratique et radicale indépendante,26 avril 1936,31 mai 1942,8 décembre 1884,11 février 1968,1713,https://www2.assemblee-nationale.fr/sycomore/fiche/1713
d'Aramon,"Bertrand, Marie, Joseph de Sauvan",Xe législature,Seine Groupe Républicain progressiste,17 juillet 1910,31 mai 1914,14 février 1876,26 octobre 1949,172,https://www2.assemblee-nationale.fr/sycomore/fiche/172
d'Aramon,"Bertrand, Marie, Joseph de Sauvan",XIVe législature,Seine Groupe Union républicaine démocratique,29 avril 1928,31 mai 1932,14 février 1876,26 octobre 1949,172,https://www2.assemblee-nationale.fr/sycomore/fiche/172
d'Aramon,"Bertrand, Marie, Joseph de Sauvan",XVe législature,Seine Groupe Fédération républicaine,1 mai 1932,31 mai 1936,14 février 1876,26 octobre 1949,172,https://www2.assemblee-nationale.fr/sycomore/fiche/172
d'Aramon,"Bertrand, Marie, Joseph de Sauvan",XVIe législature,Seine Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,14 février 1876,26 octobre 1949,172,https://www2.assemblee-nationale.fr/sycomore/fiche/172
Chaussy,"Arthur, Théophile",XIIe législature,Seine-et-Marne Groupe Parti socialiste,16 novembre 1919,31 mai 1924,18 janvier 1880,28 décembre 1945,1722,https://www2.assemblee-nationale.fr/sycomore/fiche/1722
Chaussy,"Arthur, Théophile",XIIIe législature,Seine-et-Marne Groupe Parti socialiste,11 mai 1924,31 mai 1928,18 janvier 1880,28 décembre 1945,1722,https://www2.assemblee-nationale.fr/sycomore/fiche/1722
Chaussy,"Arthur, Théophile",XVe législature,Seine-et-Marne Groupe Parti socialiste,8 mai 1932,31 mai 1936,18 janvier 1880,28 décembre 1945,1722,https://www2.assemblee-nationale.fr/sycomore/fiche/1722
Chaussy,"Arthur, Théophile",XVIe législature,Seine-et-Marne Groupe Socialiste,3 mai 1936,31 mai 1942,18 janvier 1880,28 décembre 1945,1722,https://www2.assemblee-nationale.fr/sycomore/fiche/1722
Arbeltier,"René, Albert",XVIe législature,Seine-et-Marne Groupe Socialiste,3 mai 1936,31 mai 1942,23 janvier 1897,10 septembre 1979,176,https://www2.assemblee-nationale.fr/sycomore/fiche/176
Arbeltier,"René, Albert",2e Assemblée nationale constituante,Seine-et-Marne Groupe Socialiste,2 juin 1946,27 novembre 1946,23 janvier 1897,10 septembre 1979,176,https://www2.assemblee-nationale.fr/sycomore/fiche/176
Arbeltier,"René, Albert",IIe législature,Seine-et-Marne Groupe Socialiste,17 juin 1951,1 décembre 1955,23 janvier 1897,10 septembre 1979,176,https://www2.assemblee-nationale.fr/sycomore/fiche/176
Arbeltier,"René, Albert",IIIe législature,Seine-et-Marne Groupe Socialiste,2 janvier 1956,8 décembre 1958,23 janvier 1897,10 septembre 1979,176,https://www2.assemblee-nationale.fr/sycomore/fiche/176
Chiappe,Jean,XVIe législature,Seine Groupe Indépendants républicains,30 août 1936,27 novembre 1940,3 mai 1878,27 novembre 1940,1792,https://www2.assemblee-nationale.fr/sycomore/fiche/1792
Chichery,"Albert, Marc",XVe législature,Indre Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,12 octobre 1888,15 août 1944,1795,https://www2.assemblee-nationale.fr/sycomore/fiche/1795
Chichery,"Albert, Marc",XVIe législature,Indre Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,12 octobre 1888,15 août 1944,1795,https://www2.assemblee-nationale.fr/sycomore/fiche/1795
Chouffet,"Armand, Pierre, Emile",XIVe législature,Rhône Groupe Parti socialiste,29 avril 1928,31 mai 1932,4 mars 1895,28 octobre 1958,1816,https://www2.assemblee-nationale.fr/sycomore/fiche/1816
Chouffet,"Armand, Pierre, Emile",XVe législature,Rhône Groupe Parti socialiste,8 mai 1932,31 mai 1936,4 mars 1895,28 octobre 1958,1816,https://www2.assemblee-nationale.fr/sycomore/fiche/1816
Chouffet,"Armand, Pierre, Emile",XVIe législature,Rhône Groupe Socialiste,3 mai 1936,31 mai 1942,4 mars 1895,28 octobre 1958,1816,https://www2.assemblee-nationale.fr/sycomore/fiche/1816
Claudet,"Fernand, René, Léon, Just",XVIe législature,Doubs Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,10 juin 1896,19 février 1978,1835,https://www2.assemblee-nationale.fr/sycomore/fiche/1835
Archimbaud,"Léon, Daniel, Josué",IXe législature,Drôme,15 septembre 1907,27 décembre 1907,23 septembre 1880,24 juin 1944,185,https://www2.assemblee-nationale.fr/sycomore/fiche/185
Archimbaud,"Léon, Daniel, Josué",XIIe législature,Drôme Groupe Parti radical et radical socialiste,16 novembre 1919,31 mai 1924,23 septembre 1880,24 juin 1944,185,https://www2.assemblee-nationale.fr/sycomore/fiche/185
Archimbaud,"Léon, Daniel, Josué",XIIIe législature,Drôme Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,23 septembre 1880,24 juin 1944,185,https://www2.assemblee-nationale.fr/sycomore/fiche/185
Archimbaud,"Léon, Daniel, Josué",XIVe législature,Drôme Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,23 septembre 1880,24 juin 1944,185,https://www2.assemblee-nationale.fr/sycomore/fiche/185
Archimbaud,"Léon, Daniel, Josué",XVe législature,Drôme Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,23 septembre 1880,24 juin 1944,185,https://www2.assemblee-nationale.fr/sycomore/fiche/185
Archimbaud,"Léon, Daniel, Josué",XVIe législature,Drôme Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,23 septembre 1880,24 juin 1944,185,https://www2.assemblee-nationale.fr/sycomore/fiche/185
Clermont-Tonnerre,"François, Marie, Amédée, Joseph de",XVIe législature,Somme Groupe Agraire indépendant,3 mai 1936,31 mai 1942,19 septembre 1906,2 décembre 1979,1856,https://www2.assemblee-nationale.fr/sycomore/fiche/1856
Cogniot,"Georges, Auguste, Alexandre",XVIe législature,Seine Groupe Communiste,3 mai 1936,21 janvier 1940,15 décembre 1901,12 mars 1978,1885,https://www2.assemblee-nationale.fr/sycomore/fiche/1885
Cogniot,"Georges, Auguste, Alexandre",Ire Assemblée nationale constituante,Seine Groupe Communiste,21 octobre 1945,10 juin 1946,15 décembre 1901,12 mars 1978,1885,https://www2.assemblee-nationale.fr/sycomore/fiche/1885
Cogniot,"Georges, Auguste, Alexandre",2e Assemblée nationale constituante,Seine Groupe Communiste,2 juin 1946,27 novembre 1946,15 décembre 1901,12 mars 1978,1885,https://www2.assemblee-nationale.fr/sycomore/fiche/1885
Cogniot,"Georges, Auguste, Alexandre",Ire législature,Seine Groupe Communiste,10 novembre 1946,4 juillet 1951,15 décembre 1901,12 mars 1978,1885,https://www2.assemblee-nationale.fr/sycomore/fiche/1885
Cogniot,"Georges, Auguste, Alexandre",IIe législature,Seine Groupe Communiste,17 juin 1951,1 décembre 1955,15 décembre 1901,12 mars 1978,1885,https://www2.assemblee-nationale.fr/sycomore/fiche/1885
Cogniot,"Georges, Auguste, Alexandre",IIIe législature,Seine Groupe Communiste,2 janvier 1956,8 décembre 1958,15 décembre 1901,12 mars 1978,1885,https://www2.assemblee-nationale.fr/sycomore/fiche/1885
Cointreau,"André, Pierre",XVe législature,Maine-et-Loire Groupe Députés du centre républicain,8 mai 1932,31 mai 1936,28 mai 1888,1 avril 1963,1888,https://www2.assemblee-nationale.fr/sycomore/fiche/1888
Cointreau,"André, Pierre",XVIe législature,Maine-et-Loire Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,28 mai 1888,1 avril 1963,1888,https://www2.assemblee-nationale.fr/sycomore/fiche/1888
Colin,"René, Emile",XVIe législature,Seine Groupe Communiste,3 mai 1936,21 janvier 1940,14 juillet 1903,4 août 1993,1898,https://www2.assemblee-nationale.fr/sycomore/fiche/1898
Collomp,"Joseph, Victorien",XVIe législature,Var Groupe Socialiste,3 mai 1936,31 mai 1942,2 janvier 1865,9 mai 1946,1910,https://www2.assemblee-nationale.fr/sycomore/fiche/1910
Colomb,"Pierre, Augustin, Nicolas",XIVe législature,Vienne Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,22 juillet 1883,12 juillet 1958,1912,https://www2.assemblee-nationale.fr/sycomore/fiche/1912
Colomb,"Pierre, Augustin, Nicolas",XVe législature,Vienne Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,22 juillet 1883,12 juillet 1958,1912,https://www2.assemblee-nationale.fr/sycomore/fiche/1912
Colomb,"Pierre, Augustin, Nicolas",XVIe législature,Vienne Groupe Gauche démocratique et radicale indépendante,26 avril 1936,31 mai 1942,22 juillet 1883,12 juillet 1958,1912,https://www2.assemblee-nationale.fr/sycomore/fiche/1912
Compayré,Emery,XVe législature,Tarn Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,23 novembre 1877,24 mars 1951,1932,https://www2.assemblee-nationale.fr/sycomore/fiche/1932
Compayré,Emery,XVIe législature,Tarn Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,23 novembre 1877,24 mars 1951,1932,https://www2.assemblee-nationale.fr/sycomore/fiche/1932
Rivière,"Albert, Marcel",XIVe législature,Creuse Groupe Parti socialiste,29 avril 1928,31 mai 1932,24 avril 1891,28 juin 1953,19493,https://www2.assemblee-nationale.fr/sycomore/fiche/19493
Rivière,"Albert, Marcel",XVe législature,Creuse Groupe Parti socialiste,1 mai 1932,31 mai 1936,24 avril 1891,28 juin 1953,19493,https://www2.assemblee-nationale.fr/sycomore/fiche/19493
Rivière,"Albert, Marcel",XVIe législature,Creuse Groupe Parti socialiste,26 avril 1936,31 mai 1942,24 avril 1891,28 juin 1953,19493,https://www2.assemblee-nationale.fr/sycomore/fiche/19493
Coquillaud,Marcel,XVIe législature,Vienne Groupe Gauche démocratique et radicale indépendante,3 mai 1936,1 avril 1939,29 janvier 1898,1 avril 1939,1956,https://www2.assemblee-nationale.fr/sycomore/fiche/1956
Coral,"Bernard, Gabriel, Jean, Marie de",XVe législature,Basses-Pyrénées Groupe Fédération républicaine,10 mars 1935,31 mai 1936,23 juin 1900,29 juin 1987,1957,https://www2.assemblee-nationale.fr/sycomore/fiche/1957
Coral,"Bernard, Gabriel, Jean, Marie de",XVIe législature,Basses-Pyrénées Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,23 juin 1900,29 juin 1987,1957,https://www2.assemblee-nationale.fr/sycomore/fiche/1957
Cornavin,"Gaston, Louis, Paul",XIIIe législature,Cher Groupe Communiste,11 mai 1924,31 mai 1928,27 juin 1894,10 juillet 1945,1967,https://www2.assemblee-nationale.fr/sycomore/fiche/1967
Cornavin,"Gaston, Louis, Paul",XVIe législature,Cher Groupe Communiste,3 mai 1936,21 janvier 1940,27 juin 1894,10 juillet 1945,1967,https://www2.assemblee-nationale.fr/sycomore/fiche/1967
Cossonneau,Emile,XVIe législature,Seine-et-Oise Groupe Communiste,3 mai 1936,21 janvier 1940,22 octobre 1893,10 décembre 1943,1990,https://www2.assemblee-nationale.fr/sycomore/fiche/1990
Costes,"Alfred, Marie, Irénée",XVIe législature,Seine Groupe Communiste,3 mai 1936,21 janvier 1940,24 février 1888,28 septembre 1959,1994,https://www2.assemblee-nationale.fr/sycomore/fiche/1994
Costes,"Alfred, Marie, Irénée",Ire Assemblée nationale constituante,Seine Groupe Communiste,21 octobre 1945,10 juin 1946,24 février 1888,28 septembre 1959,1994,https://www2.assemblee-nationale.fr/sycomore/fiche/1994
Costes,"Alfred, Marie, Irénée",2e Assemblée nationale constituante,Seine Groupe Communiste,2 juin 1946,27 novembre 1946,24 février 1888,28 septembre 1959,1994,https://www2.assemblee-nationale.fr/sycomore/fiche/1994
Costes,"Alfred, Marie, Irénée",Ire législature,Seine Groupe Communiste,10 novembre 1946,4 juillet 1951,24 février 1888,28 septembre 1959,1994,https://www2.assemblee-nationale.fr/sycomore/fiche/1994
Costes,"Alfred, Marie, Irénée",IIe législature,Seine Groupe Communiste,17 juin 1951,1 décembre 1955,24 février 1888,28 septembre 1959,1994,https://www2.assemblee-nationale.fr/sycomore/fiche/1994
