nom,prenom,role,from_date,to_date,birth_date,death_date,senat_id,url
BEAUMONT,Jean,Allier,14 janvier 1930,,10 juin 1870,31 mars 1966,beaumont_jean0050r3,https://www.senat.fr/senateur-3eme-republique/beaumont_jean0050r3.html
BEAUMONT,Jean,Allier,10 janvier 1939,,10 juin 1870,31 mars 1966,beaumont_jean0050r3,https://www.senat.fr/senateur-3eme-republique/beaumont_jean0050r3.html
BEAUPIN,François,Nièvre,2 décembre 1900,25 avril 1916,12 février 1842,25 avril 1916,beaupin_francois1237r3,https://www.senat.fr/senateur-3eme-republique/beaupin_francois1237r3.html
BEAUPIN,François,Nièvre,7 janvier 1906,,12 février 1842,25 avril 1916,beaupin_francois1237r3,https://www.senat.fr/senateur-3eme-republique/beaupin_francois1237r3.html
BEAUVISAGE,Georges,Rhône,3 janvier 1909,10 janvier 1920,29 janvier 1852,8 avril 1925,beauvisage_georges1129r3,https://www.senat.fr/senateur-3eme-republique/beauvisage_georges1129r3.html
BÉHIC,Louis,Gironde,30 janvier 1876,4 janvier 1879,"15 janvier
1809",,behic_louis0203r3,https://www.senat.fr/senateur-3eme-republique/behic_louis0203r3.html
BELHOMME,Gaston,Lot-et-Garonne,8 avril 1906,10 janvier 1920,8 octobre 1848,14 avril 1931,belhomme_gaston0756r3,https://www.senat.fr/senateur-3eme-republique/belhomme_gaston0756r3.html
BELLANGER,Robert,Ille-et-Vilaine,10 janvier 1933,31 décembre 1941,3 janvier 1884,9 juin 1966,bellanger_robert0561r3,https://www.senat.fr/senateur-3eme-republique/bellanger_robert0561r3.html
BELLE,Antoine,Indre-et-Loire,4 mars 1894,10 mars 1915,8 décembre 1824,10 mars 1915,belle_antoine0299r3,https://www.senat.fr/senateur-3eme-republique/belle_antoine0299r3.html
BELLE,Antoine,Indre-et-Loire,3 janvier 1897,,8 décembre 1824,10 mars 1915,belle_antoine0299r3,https://www.senat.fr/senateur-3eme-republique/belle_antoine0299r3.html
BELLE,Antoine,Indre-et-Loire,7 janvier 1906,,8 décembre 1824,10 mars 1915,belle_antoine0299r3,https://www.senat.fr/senateur-3eme-republique/belle_antoine0299r3.html
BELMONT,Robert,Isère,10 janvier 1933,31 décembre 1941,22 décembre 1892,11 avril 1953,belmont_robert1189r3,https://www.senat.fr/senateur-3eme-republique/belmont_robert1189r3.html
BELS,Adrien,Dordogne,15 novembre 1936,21 octobre 1945,25 octobre 1882,15 août 1964,bels_adrien0083r4,https://www.senat.fr/senateur-3eme-republique/bels_adrien0083r4.html
BELS,Adrien,Dordogne,10 janvier 1939,,25 octobre 1882,15 août 1964,bels_adrien0083r4,https://www.senat.fr/senateur-3eme-republique/bels_adrien0083r4.html
BELUEL,Ernest,Haute-Garonne,3 juillet 1938,31 décembre 1941,21 février 1885,2 juillet 1942,beluel_ernest0112r3,https://www.senat.fr/senateur-3eme-republique/beluel_ernest0112r3.html
BENARD,Léonus,La Réunion,19 août 1928,21 octobre 1945,10 janvier 1882,23 janvier 1952,benard_leonus0852r3,https://www.senat.fr/senateur-3eme-republique/benard_leonus0852r3.html
BENARD,Léonus,La Réunion,14 janvier 1930,,10 janvier 1882,23 janvier 1952,benard_leonus0852r3,https://www.senat.fr/senateur-3eme-republique/benard_leonus0852r3.html
BENARD,Léonus,La Réunion,10 janvier 1939,,10 janvier 1882,23 janvier 1952,benard_leonus0852r3,https://www.senat.fr/senateur-3eme-republique/benard_leonus0852r3.html
BENARD,Léonus,La Réunion,"27
octobre 1929",,10 janvier 1882,23 janvier 1952,benard_leonus0852r3,https://www.senat.fr/senateur-3eme-republique/benard_leonus0852r3.html
"BENAZET Paul,",Antoine,Indre,15 février 1891,2 janvier 1897,22 novembre 1843,,benazet_paul_antoine0262r3,https://www.senat.fr/senateur-3eme-republique/benazet_paul_antoine0262r3.html
"BENAZET Paul,",Louis,Indre,10 janvier 1933,31 décembre 1941,24 février 1876,23 septembre 1948,benazet_paul_louis0281r3,https://www.senat.fr/senateur-3eme-republique/benazet_paul_louis0281r3.html
BENDER,Emile,Rhône,3 mai 1931,13 janvier 1936,6 septembre 1871,26 mars 1953,bender_emile1125r3,https://www.senat.fr/senateur-3eme-republique/bender_emile1125r3.html
BENDER,Emile,Rhône,14 janvier 1936,31 décembre 1944,6 septembre 1871,26 mars 1953,bender_emile1125r3,https://www.senat.fr/senateur-3eme-republique/bender_emile1125r3.html
BENOIST,Jacques,Eure-et-Loir,11 juin 1933,9 janvier 1939,30 novembre 1881,25 septembre 1967,benoist_jacques0779r3,https://www.senat.fr/senateur-3eme-republique/benoist_jacques0779r3.html
BENOIST,Louis,Seine-et-Marne,15 mars 1891,23 février 1896,20 février 1821,23 février 1896,benoist_louis1578r3,https://www.senat.fr/senateur-3eme-republique/benoist_louis1578r3.html
BEPMALE,Jean,Haute-Garonne,10 novembre 1907,10 janvier 1920,1er septembre 1852,9 novembre 1921,bepmale_jean0103r3,https://www.senat.fr/senateur-3eme-republique/bepmale_jean0103r3.html
BERAL,Eloi,Lot,10 juin 1883,6 novembre 1908,1er août 1838,6 novembre 1908,beral_eloi0609r3,https://www.senat.fr/senateur-3eme-republique/beral_eloi0609r3.html
BERAL,Eloi,Lot,5 janvier 1888,,1er août 1838,6 novembre 1908,beral_eloi0609r3,https://www.senat.fr/senateur-3eme-republique/beral_eloi0609r3.html
BERAL,Eloi,Lot,7 janvier 1906,,1er août 1838,6 novembre 1908,beral_eloi0609r3,https://www.senat.fr/senateur-3eme-republique/beral_eloi0609r3.html
BERALDI,Pierre,Aude,30 janvier 1876,24 janvier 1885,24 août 1821,13 janvier 1903,beraldi_pierre0256r3,https://www.senat.fr/senateur-3eme-republique/beraldi_pierre0256r3.html
BERARD,Alexandre,Ain,9 février 1908,20 avril 1923,3 février 1859,20 avril 1923,berard_alexandre0019r3,https://www.senat.fr/senateur-3eme-republique/berard_alexandre0019r3.html
BERARD,Alexandre,Ain,7 janvier 1912,,3 février 1859,20 avril 1923,berard_alexandre0019r3,https://www.senat.fr/senateur-3eme-republique/berard_alexandre0019r3.html
BERARD,Alexandre,Ain,9 janvier 1921,,3 février 1859,20 avril 1923,berard_alexandre0019r3,https://www.senat.fr/senateur-3eme-republique/berard_alexandre0019r3.html
BERARD,Alexandre,Ain,8 mai 1898,,3 février 1859,20 avril 1923,berard_alexandre0019r3,https://www.senat.fr/senateur-3eme-republique/berard_alexandre0019r3.html
BERARD,Léon,Basses-Pyrénées,9 janvier 1927,31 décembre 1944,6 janvier 1876,25 février 1960,berard_leon1053r3,https://www.senat.fr/senateur-3eme-republique/berard_leon1053r3.html
BERARD,Léon,Basses-Pyrénées,14 janvier 1936,,6 janvier 1876,25 février 1960,berard_leon1053r3,https://www.senat.fr/senateur-3eme-republique/berard_leon1053r3.html
BERARD,Victor,Jura,11 janvier 1920,6 janvier 1924,10 août 1864,13 novembre 1931,berard_victor0445r3,https://www.senat.fr/senateur-3eme-republique/berard_victor0445r3.html
BERARD,Victor,Jura,6 janvier 1924,13 novembre 1931,10 août 1864,13 novembre 1931,berard_victor0445r3,https://www.senat.fr/senateur-3eme-republique/berard_victor0445r3.html
BERAUD,Auguste,Vaucluse,28 janvier 1900,2 février 1905,17 janvier 1858,2 février 1905,beraud_auguste1703r3,https://www.senat.fr/senateur-3eme-republique/beraud_auguste1703r3.html
BERDOLY,Martial,Basses-Pyrénées,28 janvier 1900,22 septembre 1905,29 février 1844,22 septembre 1905,berdoly_martial1057r3,https://www.senat.fr/senateur-3eme-republique/berdoly_martial1057r3.html
BERENGER,Charles,Alpes-Maritimes,8 avril 1900,3 janvier 1903,23 novembre 1829,13 mars 1913,berenger_charles0122r3,https://www.senat.fr/senateur-3eme-republique/berenger_charles0122r3.html
BERENGER,Henry,Guadeloupe,7 janvier 1912,21 octobre 1945,22 avril 1867,18 mai 1952,berenger_henry0845r3,https://www.senat.fr/senateur-3eme-republique/berenger_henry0845r3.html
BERENGER,Henry,Guadeloupe,9 janvier 1921,,22 avril 1867,18 mai 1952,berenger_henry0845r3,https://www.senat.fr/senateur-3eme-republique/berenger_henry0845r3.html
BERENGER,Henry,Guadeloupe,14 janvier 1930,,22 avril 1867,18 mai 1952,berenger_henry0845r3,https://www.senat.fr/senateur-3eme-republique/berenger_henry0845r3.html
BERENGER,Henry,Guadeloupe,10 janvier 1939,,22 avril 1867,18 mai 1952,berenger_henry0845r3,https://www.senat.fr/senateur-3eme-republique/berenger_henry0845r3.html
BERENGER,René,Inamovible,16 décembre 1875,29 août 1915,22 avril 1830,29 août 1915,berenger_rene1434r3,https://www.senat.fr/senateur-3eme-republique/berenger_rene1434r3.html
BERGEON,Benoît,Bouches-du-Rhône,9 janvier 1921,9 janvier 1939,11 février 1870,13 juillet 1947,bergeon_benoit0324r3,https://www.senat.fr/senateur-3eme-republique/bergeon_benoit0324r3.html
BERGEON,Benoît,Bouches-du-Rhône,14 janvier 1930,,11 février 1870,13 juillet 1947,bergeon_benoit0324r3,https://www.senat.fr/senateur-3eme-republique/bergeon_benoit0324r3.html
BERGEON,Emile,Deux-Sèvres,26 avril 1885,3 janvier 1891,21 juillet 1828,,bergeon_emile1621r3,https://www.senat.fr/senateur-3eme-republique/bergeon_emile1621r3.html
BERGER,Philippe,Territoire de Belfort,15 mai 1904,2 janvier 1909,15 septembre 1846,23 mars 1912,berger_philippe1818r3,https://www.senat.fr/senateur-3eme-republique/berger_philippe1818r3.html
BERGER,Philippe,Territoire de Belfort,3 janvier 1909,23 mars 1912,15 septembre 1846,23 mars 1912,berger_philippe1818r3,https://www.senat.fr/senateur-3eme-republique/berger_philippe1818r3.html
BERGER,Pierre,Loir-et-Cher,11 janvier 1920,16 septembre 1932,27 octobre 1873,16 septembre 1932,berger_pierre0378r3,https://www.senat.fr/senateur-3eme-republique/berger_pierre0378r3.html
BERGER,Pierre,Loir-et-Cher,6 janvier 1924,,27 octobre 1873,16 septembre 1932,berger_pierre0378r3,https://www.senat.fr/senateur-3eme-republique/berger_pierre0378r3.html
BERLET,Albert,Meurthe-et-Moselle,10 juin 1883,28 juillet 1886,18 octobre 1837,28 juillet 1886,berlet_albert0929r3,https://www.senat.fr/senateur-3eme-republique/berlet_albert0929r3.html
BERNARD,Auguste,Meurthe-et-Moselle,30 janvier 1876,5 janvier 1879,1er décembre 1824,19 août 1883,bernard_auguste0936r3,https://www.senat.fr/senateur-3eme-republique/bernard_auguste0936r3.html
BERNARD,Auguste,Meurthe-et-Moselle,5 janvier 1879,19 août 1883,1er décembre 1824,19 août 1883,bernard_auguste0936r3,https://www.senat.fr/senateur-3eme-republique/bernard_auguste0936r3.html
BERNARD-DUTREIL,Paul,Mayenne,20 août 1876,5 janvier 1879,1er novembre 1831,3 juillet 1902,bernard_dutreil_paul0962r3,https://www.senat.fr/senateur-3eme-republique/bernard_dutreil_paul0962r3.html
BERNARD-DUTREIL,Paul,Mayenne,5 janvier 1888,2 janvier 1897,1er novembre 1831,3 juillet 1902,bernard_dutreil_paul0962r3,https://www.senat.fr/senateur-3eme-republique/bernard_dutreil_paul0962r3.html
BERNARD,Jean,Doubs,26 mai 1889,8 décembre 1907,11 novembre 1836,8 décembre 1907,bernard_jean0686r3,https://www.senat.fr/senateur-3eme-republique/bernard_jean0686r3.html
BERNARD,Jean,Doubs,7 janvier 1894,,11 novembre 1836,8 décembre 1907,bernard_jean0686r3,https://www.senat.fr/senateur-3eme-republique/bernard_jean0686r3.html
BERNARD,Jean,Doubs,4 janvier 1903,,11 novembre 1836,8 décembre 1907,bernard_jean0686r3,https://www.senat.fr/senateur-3eme-republique/bernard_jean0686r3.html
BERNERE,Henri,Ariège,7 janvier 1912,5 février 1914,14 octobre 1856,5 février 1914,bernere_henri0188r3,https://www.senat.fr/senateur-3eme-republique/bernere_henri0188r3.html
BERNOT,Achille,Somme,21 mai 1893,2 janvier 1909,10 juin 1842,10 juillet 1911,bernot_achille1669r3,https://www.senat.fr/senateur-3eme-republique/bernot_achille1669r3.html
BERNOT,Achille,Somme,28 janvier 1900,,10 juin 1842,10 juillet 1911,bernot_achille1669r3,https://www.senat.fr/senateur-3eme-republique/bernot_achille1669r3.html
BERSEZ,Paul,Nord,7 janvier 1906,27 août 1940,22 janvier 1857,27 août 1940,bersez_paul1400r3,https://www.senat.fr/senateur-3eme-republique/bersez_paul1400r3.html
BERSEZ,Paul,Nord,11 janvier 1920,,22 janvier 1857,27 août 1940,bersez_paul1400r3,https://www.senat.fr/senateur-3eme-republique/bersez_paul1400r3.html
BERSEZ,Paul,Nord,6 janvier 1924,,22 janvier 1857,27 août 1940,bersez_paul1400r3,https://www.senat.fr/senateur-3eme-republique/bersez_paul1400r3.html
BERSEZ,Paul,Nord,10 janvier 1933,,22 janvier 1857,27 août 1940,bersez_paul1400r3,https://www.senat.fr/senateur-3eme-republique/bersez_paul1400r3.html
BERTAULD,Alfred,Inamovible,13 décembre 1875,8 avril 1882,9 juin 1812,8 avril 1882,bertauld_alfred1435r3,https://www.senat.fr/senateur-3eme-republique/bertauld_alfred1435r3.html
BERTHELOT,André,Seine,11 janvier 1920,8 janvier 1927,20 mai 1862,6 juin 1938,berthelot_andre1417r3,https://www.senat.fr/senateur-3eme-republique/berthelot_andre1417r3.html
BERTHELOT,Marcellin,Inamovible,16 juillet 1881,18 mars 1907,25 octobre 1827,18 mars 1907,berthelot_marcellin1436r3,https://www.senat.fr/senateur-3eme-republique/berthelot_marcellin1436r3.html
BERTHOD,Aimé,Jura,28 avril 1935,31 décembre 1941,9 août 1878,16 juin 1944,berthod_aime0449r3,https://www.senat.fr/senateur-3eme-republique/berthod_aime0449r3.html
BERTHOULAT,Georges,Seine-et-Oise,11 janvier 1920,5 juillet 1930,16 août 1859,5 juillet 1930,berthoulat_georges1656r3,https://www.senat.fr/senateur-3eme-republique/berthoulat_georges1656r3.html
BERTHOULAT,Georges,Seine-et-Oise,9 janvier 1927,,16 août 1859,5 juillet 1930,berthoulat_georges1656r3,https://www.senat.fr/senateur-3eme-republique/berthoulat_georges1656r3.html
BERTRAND,Jules,Cantal,30 janvier 1876,13 mars 1882,18 septembre 1808,13 mars 1882,bertrand_jules0364r3,https://www.senat.fr/senateur-3eme-republique/bertrand_jules0364r3.html
BERTRAND,Williams,Charente-Inférieure,10 janvier 1939,21 octobre 1945,9 novembre 1881,7 décembre 1961,bertrand_williams0414r3,https://www.senat.fr/senateur-3eme-republique/bertrand_williams0414r3.html
BESNARD,Félix,Yonne,3 janvier 1909,17 mai 1913,6 juin 1858,17 mai 1913,besnard_felix1845r3,https://www.senat.fr/senateur-3eme-republique/besnard_felix1845r3.html
BESNARD,René,Indre-et-Loire,11 janvier 1920,31 décembre 1941,12 avril 1879,12 mars 1952,besnard_rene0300r3,https://www.senat.fr/senateur-3eme-republique/besnard_rene0300r3.html
BESNARD,René,Indre-et-Loire,6 janvier 1924,,12 avril 1879,12 mars 1952,besnard_rene0300r3,https://www.senat.fr/senateur-3eme-republique/besnard_rene0300r3.html
BESNARD,René,Indre-et-Loire,10 janvier 1933,,12 avril 1879,12 mars 1952,besnard_rene0300r3,https://www.senat.fr/senateur-3eme-republique/besnard_rene0300r3.html
BETFERT,Jean,Côtes-du-Nord,15 mai 1938,21 octobre 1945,18 avril 1874,31 octobre 1953,betfert_jean0589r3,https://www.senat.fr/senateur-3eme-republique/betfert_jean0589r3.html
BETFERT,Jean,Côtes-du-Nord,10 janvier 1939,,18 avril 1874,31 octobre 1953,betfert_jean0589r3,https://www.senat.fr/senateur-3eme-republique/betfert_jean0589r3.html
BETOULLE,Léon,Haute-Vienne,14 décembre 1924,31 décembre 1944,25 octobre 1871,30 novembre 1956,betoulle_leon1788r3,https://www.senat.fr/senateur-3eme-republique/betoulle_leon1788r3.html
BETOULLE,Léon,Haute-Vienne,9 janvier 1927,,25 octobre 1871,30 novembre 1956,betoulle_leon1788r3,https://www.senat.fr/senateur-3eme-republique/betoulle_leon1788r3.html
BETOULLE,Léon,Haute-Vienne,14 janvier 1936,,25 octobre 1871,30 novembre 1956,betoulle_leon1788r3,https://www.senat.fr/senateur-3eme-republique/betoulle_leon1788r3.html
BEZINE,Paul,Yonne,13 septembre 1896,2 janvier 1909,11 juin 1854,5 septembre 1909,bezine_paul1849r3,https://www.senat.fr/senateur-3eme-republique/bezine_paul1849r3.html
BEZINE,Paul,Yonne,28 janvier 1900,,11 juin 1854,5 septembre 1909,bezine_paul1849r3,https://www.senat.fr/senateur-3eme-republique/bezine_paul1849r3.html
BIDAULT,Charles,Indre-et-Loire,4 avril 1897,22 février 1917,15 mars 1851,22 février 1917,bidault_charles0308r3,https://www.senat.fr/senateur-3eme-republique/bidault_charles0308r3.html
BIDAULT,Charles,Indre-et-Loire,7 janvier 1906,,15 mars 1851,22 février 1917,bidault_charles0308r3,https://www.senat.fr/senateur-3eme-republique/bidault_charles0308r3.html
BIENVENU-MARTIN,Jean-Baptiste,Yonne,4 juin 1905,10 décembre 1943,22 juillet 1847,10 décembre 1943,bienvenu_martin_jean_baptiste1840r3,https://www.senat.fr/senateur-3eme-republique/bienvenu_martin_jean_baptiste1840r3.html
BIENVENU-MARTIN,Jean-Baptiste,Yonne,3 janvier 1909,,22 juillet 1847,10 décembre 1943,bienvenu_martin_jean_baptiste1840r3,https://www.senat.fr/senateur-3eme-republique/bienvenu_martin_jean_baptiste1840r3.html
BIENVENU-MARTIN,Jean-Baptiste,Yonne,11 janvier 1920,,22 juillet 1847,10 décembre 1943,bienvenu_martin_jean_baptiste1840r3,https://www.senat.fr/senateur-3eme-republique/bienvenu_martin_jean_baptiste1840r3.html
BIENVENU-MARTIN,Jean-Baptiste,Yonne,9 janvier 1927,,22 juillet 1847,10 décembre 1943,bienvenu_martin_jean_baptiste1840r3,https://www.senat.fr/senateur-3eme-republique/bienvenu_martin_jean_baptiste1840r3.html
BIENVENU-MARTIN,Jean-Baptiste,Yonne,14 janvier 1936,,22 juillet 1847,10 décembre 1943,bienvenu_martin_jean_baptiste1840r3,https://www.senat.fr/senateur-3eme-republique/bienvenu_martin_jean_baptiste1840r3.html
BIENVENU-MARTIN,Jean-Baptiste,Yonne,8 mai 1898,,22 juillet 1847,10 décembre 1943,bienvenu_martin_jean_baptiste1840r3,https://www.senat.fr/senateur-3eme-republique/bienvenu_martin_jean_baptiste1840r3.html
BIGNON,Paul,Seine-Inférieure,9 janvier 1927,24 janvier 1932,14 avril 1858,24 janvier 1932,bignon_paul1577r3,https://www.senat.fr/senateur-3eme-republique/bignon_paul1577r3.html
BILLIET,Ernest,Seine,11 janvier 1920,8 janvier 1927,1er juillet 1873,21 mars 1939,billiet_ernest1330r3,https://www.senat.fr/senateur-3eme-republique/billiet_ernest1330r3.html
BILLOT,Jean-Baptiste,Inamovible,16 décembre 1875,31 mai 1907,15 août 1828,31 mai 1907,billot_jean_baptiste1437r3,https://www.senat.fr/senateur-3eme-republique/billot_jean_baptiste1437r3.html
BINET,François,Creuse,14 janvier 1930,2 décembre 1930,4 mai 1880,2 décembre 1930,binet_francois0648r3,https://www.senat.fr/senateur-3eme-republique/binet_francois0648r3.html
BIRE,Alfred,Vendée,1er mai 1887,1er mai 1897,29 septembre 1826,1er mai 1897,bire_alfred1744r3,https://www.senat.fr/senateur-3eme-republique/bire_alfred1744r3.html
BIRE,Alfred,Vendée,4 janvier 1891,,29 septembre 1826,1er mai 1897,bire_alfred1744r3,https://www.senat.fr/senateur-3eme-republique/bire_alfred1744r3.html
BISSEUIL,Eugène,Charente-Inférieure,21 février 1892,3 janvier 1903,23 avril 1833,7 décembre 1920,bisseuil_eugene0418r3,https://www.senat.fr/senateur-3eme-republique/bisseuil_eugene0418r3.html
BISSEUIL,Eugène,Charente-Inférieure,7 janvier 1894,,23 avril 1833,7 décembre 1920,bisseuil_eugene0418r3,https://www.senat.fr/senateur-3eme-republique/bisseuil_eugene0418r3.html
BIZARELLI,Louis,Drôme,9 avril 1899,20 juin 1902,25 janvier 1836,20 juin 1902,bizarelli_louis0715r3,https://www.senat.fr/senateur-3eme-republique/bizarelli_louis0715r3.html
BIZOT de FONTENY,Pierre,Haute-Marne,5 janvier 1888,9 mai 1908,29 août 1825,,bizot_de_fonteny_pierre0864r3,https://www.senat.fr/senateur-3eme-republique/bizot_de_fonteny_pierre0864r3.html
BIZOT de FONTENY,Pierre,Haute-Marne,3 janvier 1897,,29 août 1825,,bizot_de_fonteny_pierre0864r3,https://www.senat.fr/senateur-3eme-republique/bizot_de_fonteny_pierre0864r3.html
BIZOT de FONTENY,Pierre,Haute-Marne,7 janvier 1906,,29 août 1825,,bizot_de_fonteny_pierre0864r3,https://www.senat.fr/senateur-3eme-republique/bizot_de_fonteny_pierre0864r3.html
BLAIGNAN,Raymond,Haute-Garonne,11 janvier 1920,9 janvier 1933,20 décembre 1871,23 avril 1940,blaignan_raymond0104r3,https://www.senat.fr/senateur-3eme-republique/blaignan_raymond0104r3.html
BLAIGNAN,Raymond,Haute-Garonne,6 janvier 1924,,20 décembre 1871,23 avril 1940,blaignan_raymond0104r3,https://www.senat.fr/senateur-3eme-republique/blaignan_raymond0104r3.html
BLANC,Antoine,Hautes-Alpes,7 janvier 1912,8 janvier 1921,23 juillet 1848,27 septembre 1925,blanc_antoine0084r3,https://www.senat.fr/senateur-3eme-republique/blanc_antoine0084r3.html
BLANC,Joseph,Haute-Savoie,25 octobre 1936,31 décembre 1941,19 juin 1863,8 janvier 1941,blanc_joseph1316r3,https://www.senat.fr/senateur-3eme-republique/blanc_joseph1316r3.html
BLANC,Louis,Drôme,16 février 1902,4 janvier 1903,14 avril 1838,24 octobre 1914,blanc_louis0729r3,https://www.senat.fr/senateur-3eme-republique/blanc_louis0729r3.html
